document,word,tfidf
1,stole,0.0095799875740125
1,ran,0.0095799875740125
1,followed,0.0095799875740125
1,him.,0.0095799875740125
1,chopped,0.0095799875740125
1,death.,0.0095799875740125
1,eggs,0.0095799875740125
1,at,0.0060812574257856035
1,lived,0.0060812574257856035
1,met,0.0060812574257856035
1,who,0.0060812574257856035
1,that,0.0060812574257856035
1,did,0.005454111499250923
1,what,0.005454111499250923
1,so,0.005454111499250923
1,on,0.005454111499250923
1,way,0.005454111499250923
1,when,0.005454111499250923
1,got,0.005454111499250923
1,it,0.005454111499250923
1,with,0.005454111499250923
1,n't,0.0030406287128928017
1,for,0.0030406287128928017
1,into,0.0030406287128928017
1,fell,0.0030406287128928017
1,happily,0.0030406287128928017
1,ever,0.0030406287128928017
1,after,0.0030406287128928017
1,had,0.0026564708489786874
1,one,0.0013282354244893437
1,day,0.0013282354244893437
1,the,0.0
1,",",0.0
1,a,0.0
1,and,0.0
1,he,0.0
1,to,0.0
1,in,0.0
1,there,0.0
1,was,0.0
1,but,0.0
1,of,0.0
1,named,0.0
1,.,0.0
2,snow,0.07915268421807051
2,white,0.06596057018172542
2,queen,0.05276845614538034
2,huntsman,0.02638422807269017
2,her.,0.02638422807269017
2,she,0.015021159538920576
2,her,0.015021159538920576
2,kingdom,0.013192114036345085
2,ruled,0.013192114036345085
2,white.,0.013192114036345085
2,jealous,0.013192114036345085
2,'s,0.013192114036345085
2,beauty,0.013192114036345085
2,ordered,0.013192114036345085
2,kill,0.013192114036345085
2,could,0.013192114036345085
2,do,0.013192114036345085
2,left,0.013192114036345085
2,forest.,0.013192114036345085
2,seven,0.013192114036345085
2,dwarfs,0.013192114036345085
2,took,0.013192114036345085
2,cared,0.013192114036345085
2,still,0.013192114036345085
2,alive,0.013192114036345085
2,disguised,0.013192114036345085
2,herself,0.013192114036345085
2,old,0.013192114036345085
2,woman,0.013192114036345085
2,give,0.013192114036345085
2,poisoned,0.013192114036345085
2,apple.,0.013192114036345085
2,deep,0.013192114036345085
2,sleep,0.013192114036345085
2,prince,0.013192114036345085
2,came,0.013192114036345085
2,woke,0.013192114036345085
2,kiss.,0.013192114036345085
2,deserved,0.013192114036345085
2,lived,0.008374190553540831
2,wicked,0.007510579769460288
2,beautiful,0.007510579769460288
2,it,0.007510579769460288
2,so,0.007510579769460288
2,found,0.007510579769460288
2,out,0.007510579769460288
2,as,0.007510579769460288
2,with,0.007510579769460288
2,got,0.007510579769460288
2,what,0.007510579769460288
2,princess,0.004187095276770416
2,n't,0.004187095276770416
2,met,0.004187095276770416
2,who,0.004187095276770416
2,for,0.004187095276770416
2,that,0.004187095276770416
2,an,0.004187095276770416
2,fell,0.004187095276770416
2,into,0.004187095276770416
2,they,0.004187095276770416
2,happily,0.004187095276770416
2,ever,0.004187095276770416
2,after,0.004187095276770416
2,by,0.00182904550257549
2,a,0.0
2,",",0.0
2,the,0.0
2,and,0.0
2,in,0.0
2,but,0.0
2,there,0.0
2,was,0.0
2,to,0.0
2,named,0.0
2,of,0.0
2,he,0.0
2,.,0.0
3,harry,0.0442964563055257
3,world,0.029530970870350465
3,wizard,0.029530970870350465
3,hogwarts,0.029530970870350465
3,wonder,0.014765485435175233
3,young,0.014765485435175233
3,potter.,0.014765485435175233
3,orphaned,0.014765485435175233
3,baby,0.014765485435175233
3,raised,0.014765485435175233
3,cruel,0.014765485435175233
3,relatives.,0.014765485435175233
3,received,0.014765485435175233
3,letter,0.014765485435175233
3,school,0.014765485435175233
3,witchcraft,0.014765485435175233
3,wizardry,0.014765485435175233
3,inviting,0.014765485435175233
3,him,0.014765485435175233
3,attend.,0.014765485435175233
3,learned,0.014765485435175233
3,about,0.014765485435175233
3,true,0.014765485435175233
3,heritage,0.014765485435175233
3,destiny,0.014765485435175233
3,defeat,0.014765485435175233
3,dark,0.014765485435175233
3,voldemort.,0.014765485435175233
3,made,0.014765485435175233
3,friends,0.014765485435175233
3,hermione,0.014765485435175233
3,granger,0.014765485435175233
3,ron,0.014765485435175233
3,weasley.,0.014765485435175233
3,faced,0.014765485435175233
3,challenges,0.014765485435175233
3,battles,0.014765485435175233
3,end,0.014765485435175233
3,able,0.014765485435175233
3,vanquish,0.014765485435175233
3,voldemort,0.014765485435175233
3,bring,0.014765485435175233
3,peace,0.014765485435175233
3,wizarding,0.014765485435175233
3,his,0.014059420837596075
3,many,0.00937294722506405
3,magic,0.008406336989671147
3,as,0.008406336989671147
3,from,0.008406336989671147
3,including,0.008406336989671147
3,together,0.008406336989671147
3,been,0.004686473612532025
3,at,0.004686473612532025
3,they,0.004686473612532025
3,had,0.0020471885441670622
3,by,0.0020471885441670622
3,one,0.0020471885441670622
3,day,0.0020471885441670622
3,",",0.0
3,and,0.0
3,a,0.0
3,to,0.0
3,was,0.0
3,he,0.0
3,the,0.0
3,in,0.0
3,of,0.0
3,there,0.0
3,but,0.0
3,named,0.0
3,.,0.0
4,ogre.,0.030082951634282245
4,they,0.019096285000597783
4,she,0.017126929567741214
4,her,0.017126929567741214
4,along,0.017126929567741214
4,dragons,0.015041475817141122
4,knights,0.015041475817141122
4,fiona.,0.015041475817141122
4,cursed,0.015041475817141122
4,sorcerer,0.015041475817141122
4,turned,0.015041475817141122
4,shrek,0.015041475817141122
4,sent,0.015041475817141122
4,tower.,0.015041475817141122
4,discovered,0.015041475817141122
4,get,0.015041475817141122
4,first,0.015041475817141122
4,love.,0.015041475817141122
4,fairy,0.015041475817141122
4,tale,0.015041475817141122
4,characters,0.015041475817141122
4,talking,0.015041475817141122
4,donkey,0.015041475817141122
4,gingerbread,0.015041475817141122
4,man.,0.015041475817141122
4,lord,0.015041475817141122
4,farquaad,0.015041475817141122
4,swamp,0.015041475817141122
4,an,0.009548142500298892
4,land,0.008563464783870607
4,beautiful,0.008563464783870607
4,wicked,0.008563464783870607
4,brave,0.008563464783870607
4,knight,0.008563464783870607
4,rescue,0.008563464783870607
4,from,0.008563464783870607
4,when,0.008563464783870607
4,found,0.008563464783870607
4,did,0.008563464783870607
4,eventually,0.008563464783870607
4,way,0.008563464783870607
4,including,0.008563464783870607
4,together,0.008563464783870607
4,defeated,0.008563464783870607
4,evil,0.008563464783870607
4,princess,0.004774071250149446
4,been,0.004774071250149446
4,into,0.004774071250149446
4,that,0.004774071250149446
4,n't,0.004774071250149446
4,at,0.004774071250149446
4,fell,0.004774071250149446
4,met,0.004774071250149446
4,many,0.004774071250149446
4,lived,0.004774071250149446
4,happily,0.004774071250149446
4,ever,0.004774071250149446
4,after,0.004774071250149446
4,had,0.002085453750600091
4,by,0.002085453750600091
4,one,0.002085453750600091
4,day,0.002085453750600091
4,a,0.0
4,",",0.0
4,and,0.0
4,in,0.0
4,was,0.0
4,the,0.0
4,named,0.0
4,but,0.0
4,he,0.0
4,of,0.0
4,there,0.0
4,to,0.0
4,.,0.0
